"","human","humanLabel","genderLabel","birthdate","deathdate"
"12769","Q21101279","Ковзель, Игорь Владимирович","мужской пол","1969-05-21T00:00:00Z",""
"12770","Q21100904","Клыков, Михаил Аввакумович","мужской пол","1834-08-30T00:00:00Z","1910-12-26T00:00:00Z"
"12771","Q21100831","Клинчин, Александр Павлович","мужской пол","1917-11-11T00:00:00Z","1968-12-01T00:00:00Z"
"12772","Q21100308","Киркиж, Инга Владимировна","женский пол","1971-12-30T00:00:00Z",""
"12773","Q21099314","Касьянов, Владимир Тихонович","мужской пол","1888-03-22T00:00:00Z","1952-08-28T00:00:00Z"
"12774","Q21099298","Карпушина, Инна Сергеевна","женский пол","1972-11-20T00:00:00Z",""
"12775","Q21099280","Карманов, Александр Сергеевич","мужской пол","1985-01-01T00:00:00Z",""
"12776","Q21099275","Карклин, Владислав Валерьевич","мужской пол","1971-06-25T00:00:00Z",""
"12777","Q21099083","Игин, Фёдор Иванович","мужской пол","1816-10-02T00:00:00Z","1860-01-01T00:00:00Z"
"12778","Q21099062","Иванов, Иван Андреевич (Герой Социалистического Труда)","мужской пол","1904-01-05T00:00:00Z","1987-01-01T00:00:00Z"
"12779","Q21099048","Иванов-Сакачёв, Иван Степанович","мужской пол","1901-07-11T00:00:00Z","1985-03-05T00:00:00Z"
"12780","Q21099024","Зуйков, Георгий Петрович","мужской пол","1904-01-01T00:00:00Z","1963-06-24T00:00:00Z"
"12781","Q21099019","Алексей Павлович Зубарев","мужской пол","1959-04-12T00:00:00Z",""
"12782","Q21099015","Зондерегер, Эдуард Эдуардович","мужской пол","1925-07-29T00:00:00Z","1994-04-19T00:00:00Z"
"12783","Q21098988","Зингис, Евгений Юльевич","мужской пол","1893-01-01T00:00:00Z","1938-02-18T00:00:00Z"
"12784","Q21098908","Зедделер, Николай Николаевич","мужской пол","1876-01-01T00:00:00Z","1937-12-15T00:00:00Z"
"12785","Q21098840","Захаров, Павел Александрович","мужской пол","1893-01-01T00:00:00Z","1925-05-12T00:00:00Z"
"12786","Q21098735","Валентинович, Александра Антоновна","женский пол","1909-06-30T00:00:00Z","1976-01-01T00:00:00Z"
"12787","Q21097114","Зарубин, Николай Александрович","мужской пол","1884-06-24T00:00:00Z","1930-01-01T00:00:00Z"
"12788","Q21097109","Западалов, Алексей Иосифович","мужской пол","1870-02-05T00:00:00Z","1938-07-10T00:00:00Z"
"12789","Q21097096","Залесский, Александр Михайлович","мужской пол","1892-11-27T00:00:00Z","1976-02-16T00:00:00Z"
"12790","Q21097084","Зайцев, Михаил Юрьевич","мужской пол","1993-04-08T00:00:00Z",""
"12791","Q21097076","Зайцев, Вячеслав Андреевич","мужской пол","1989-08-28T00:00:00Z",""
"12792","Q21097044","Завалишин, Дмитрий Александрович","мужской пол","1900-04-13T00:00:00Z","1968-02-29T00:00:00Z"
"12793","Q21097024","Михаил Михайлович Жуков","мужской пол","1728-11-19T00:00:00Z","1803-03-07T00:00:00Z"
"12794","Q21097009","Жигач, Кузьма Фомич","мужской пол","1906-10-30T00:00:00Z","1964-05-07T00:00:00Z"
"12795","Q21097004","Жевлюков, Павел Исидорович","мужской пол","1898-01-01T00:00:00Z","1921-01-01T00:00:00Z"
"12796","Q21096947","Емельянов, Николай Дмитриевич","мужской пол","1903-01-01T00:00:00Z","1938-05-20T00:00:00Z"
"12797","Q21096917","Андрей Иванович Евгеньев","мужской пол","1833-01-01T00:00:00Z","1890-08-03T00:00:00Z"
"12798","Q21096840","Дроздов, Владимир Александрович","мужской пол","1905-07-19T00:00:00Z","1965-02-27T00:00:00Z"
"12799","Q21096687","Долгополов, Леонид Константинович","мужской пол","1928-10-21T00:00:00Z","1995-04-04T00:00:00Z"
"12800","Q21096544","Делекторский, Ксенофонт Иванович","мужской пол","1800-01-01T00:00:00Z","1842-05-15T00:00:00Z"
"12801","Q21096166","Мерчинг,_Генрих_Карлович","мужской пол","1860-02-05T00:00:00Z","1916-09-14T00:00:00Z"
"12802","Q21095946","Анна Николаевна Энгельгардт","женский пол","1835-01-01T00:00:00Z","1903-01-01T00:00:00Z"
"12803","Q21094710","Губерт, Владислав Осипович","мужской пол","1863-02-01T00:00:00Z","1941-12-01T00:00:00Z"
"12804","Q21093984","Гольдберг, Григорий Алексеевич","мужской пол","1905-03-18T00:00:00Z","1960-01-01T00:00:00Z"
"12805","Q21093966","Виктор Голубев","мужской пол","1878-02-12T00:00:00Z","1945-04-19T00:00:00Z"
"12806","Q21093677","Илья Иванович Глазунов","мужской пол","1786-01-01T00:00:00Z","1849-02-20T00:00:00Z"
"12807","Q21093672","Глазков, Георгий Петрович","мужской пол","1911-09-09T00:00:00Z","1993-05-25T00:00:00Z"
"12808","Q21093536","Гизетти, Герман Антонович","мужской пол","1805-02-10T00:00:00Z","1881-02-08T00:00:00Z"
"12809","Q21093520","Гечан-Гечевич, Викентий Иванович","мужской пол","1770-04-05T00:00:00Z","1840-03-19T00:00:00Z"
"12810","Q21093513","Геттун, Василий Никифорович","мужской пол","1771-12-29T00:00:00Z","1848-01-01T00:00:00Z"
"12811","Q21093503","Гершуни, Евгений Павлович","мужской пол","1899-03-09T00:00:00Z","1970-08-07T00:00:00Z"
"12812","Q21093498","Гершельман, Фёдор Константинович","мужской пол","1853-01-13T00:00:00Z","1927-01-01T00:00:00Z"
"12813","Q21093496","Гершельман, Роман Иванович","мужской пол","1815-12-10T00:00:00Z","1887-05-10T00:00:00Z"
"12814","Q21093493","Гершельман, Георгий Сергеевич","мужской пол","1888-01-01T00:00:00Z","1914-08-19T00:00:00Z"
"12815","Q21093366","Герасимов, Матвей Андреевич","мужской пол","1779-01-01T00:00:00Z","1831-02-08T00:00:00Z"
"12816","Q21093321","Герасимов, Геннадий Борисович","мужской пол","1974-09-30T00:00:00Z",""
"12817","Q21092986","Гельмингер, Лаврентий","мужской пол","1757-01-01T00:00:00Z","1817-01-17T00:00:00Z"
"12818","Q21092984","Василий Фердинандович Гельбке","мужской пол","1851-06-15T00:00:00Z","1890-10-06T00:00:00Z"
"12819","Q21092978","Гейтман, Егор Иванович","мужской пол","1798-01-01T00:00:00Z","1829-06-07T00:00:00Z"
"12820","Q21092977","Гейрот, Фёдор Фёдорович","мужской пол","1776-12-28T00:00:00Z","1828-12-28T00:00:00Z"
"12821","Q21092943","Вадим Гаузнер","мужской пол","1933-11-25T00:00:00Z","1982-05-12T00:00:00Z"
"12822","Q21092692","Гамм, Александр Иосифович","мужской пол","1817-12-24T00:00:00Z","1888-05-28T00:00:00Z"
"12823","Q21092686","Гамалея, Николай Михайлович","мужской пол","1795-04-27T00:00:00Z","1859-10-15T00:00:00Z"
"12824","Q21092677","Галушкин, Николай Васильевич","мужской пол","1893-04-24T00:00:00Z","1964-07-06T00:00:00Z"
"12825","Q21092671","Галлер-Фиони, Гавриил Иванович","мужской пол","1798-01-01T00:00:00Z","1854-05-26T00:00:00Z"
"12826","Q21092585","Газиева, Ирина Сергеевна","женский пол","1986-09-28T00:00:00Z",""
"12827","Q21092539","Гавловский, Алексей Гаврилович","мужской пол","1842-05-14T00:00:00Z","1891-11-01T00:00:00Z"
"12828","Q21092476","Николай Алексеевич Вышнеградский","мужской пол","1821-12-29T00:00:00Z","1872-05-13T00:00:00Z"
"12829","Q21092194","Вольф, Борис Эдуардович фон","мужской пол","1850-01-01T00:00:00Z","1917-01-01T00:00:00Z"
"12830","Q21092117","Алиса Михайловна Вокс-Бурмистрова","женский пол","1987-06-30T00:00:00Z",""
"12831","Q21092019","Верховский, Павел Владимирович","мужской пол","1879-12-31T00:00:00Z","1943-04-10T00:00:00Z"
"12832","Q21092018","Верховский, Борис Владимирович","мужской пол","1863-10-20T00:00:00Z","1939-07-23T00:00:00Z"
"12833","Q21092015","Вертела, Юлия","женский пол","1967-02-15T00:00:00Z",""
"12834","Q21091990","Вейнгеров, Марк Леонидович","мужской пол","1903-01-01T00:00:00Z","1977-01-01T00:00:00Z"
"12835","Q21091984","Введенская, Антонина Юрьевна","женский пол","1956-08-15T00:00:00Z",""
"12836","Q21091951","Васильев, Евгений Сергеевич","мужской пол","1973-07-30T00:00:00Z",""
"12837","Q21091914","Ван Путерен, Михаил Дмитриевич","мужской пол","1853-01-01T00:00:00Z","1908-01-06T00:00:00Z"
"12838","Q21091866","Быховский, Израиль Адольфович","мужской пол","1907-12-31T00:00:00Z","1997-01-01T00:00:00Z"
"12839","Q21091805","Булыкин, Филипп Фёдорович","мужской пол","1902-12-10T00:00:00Z","1974-04-17T00:00:00Z"
"12840","Q21089366","Борисоглебский, Александр Игоревич","мужской пол","1959-01-15T00:00:00Z",""
"12841","Q21089363","Пётр Алексеевич Борисов","мужской пол","1877-12-28T00:00:00Z","1963-11-23T00:00:00Z"
"12842","Q21089354","Борзов, Андрей Александрович","мужской пол","1958-05-25T00:00:00Z",""
"12843","Q21089326","Болотов, Георгий Фёдорович","мужской пол","1903-09-06T00:00:00Z","1986-05-31T00:00:00Z"
"12844","Q21089244","Блудов, Андрей Дмитриевич","мужской пол","1817-09-08T00:00:00Z","1886-03-30T00:00:00Z"
"12845","Q21089233","Юлий Иванович Блейхман","мужской пол","1868-12-06T00:00:00Z","1910-01-08T00:00:00Z"
"12846","Q21089228","Блажевич, Митрофан Викторович","мужской пол","1869-12-17T00:00:00Z","1941-12-01T00:00:00Z"
"12847","Q21089209","Бирон, Луиза Карловна","женский пол","1791-07-14T00:00:00Z","1853-02-06T00:00:00Z"
"12848","Q21089177","Бибиков, Дмитрий Иванович","мужской пол","1916-09-16T00:00:00Z","1997-11-12T00:00:00Z"
"12849","Q21089172","Бессер, Виктор Вилибальдович","мужской пол","1825-03-24T00:00:00Z","1890-04-15T00:00:00Z"
"12850","Q21089151","Береснёв, Николай Яковлевич","мужской пол","1893-06-26T00:00:00Z","1965-07-12T00:00:00Z"
"12851","Q21089121","Беляевский, Станислав Дмитриевич","мужской пол","1973-06-27T00:00:00Z",""
"12852","Q21089110","Белосельская-Белозерская, Анна Григорьевна","женский пол","1773-05-26T00:00:00Z","1846-02-14T00:00:00Z"
"12853","Q21088882","Беклешов, Николай Андреевич","мужской пол","1741-12-05T00:00:00Z","1822-06-06T00:00:00Z"
"12854","Q21088880","Беккер, Василий Васильевич","мужской пол","1811-12-05T00:00:00Z","1874-04-09T00:00:00Z"
